YEAR,MAKE,MODEL,COLOR,INTERIOR,BODY,TOTAL_REVENUE,UNITS_SOLD,MONTH_SALE,AVG_PRICE,AVG_MILEAGE,MARKET_POSITION
2014,Dodge,Grand Caravan,black,black,Minivan,634750,39,Feb,16275.64,25129,Below Market
2012,Nissan,Altima,white,gray,Sedan,633950,57,Jan,11121.93,36007,Below Market
2014,Chevrolet,Cruze,white,black,Sedan,633800,50,Feb,12676,25892,Below Market
2014,Chrysler,300,gray,black,Sedan,633800,29,Feb,21855.17,19609,Above Market
2014,Ford,Explorer,black,black,SUV,633400,22,Feb,28790.91,27309,Below Market
2014,Nissan,Altima,black,black,Sedan,632900,48,Jan,13185.42,24532,Below Market
2012,Ford,Edge,black,black,SUV,631800,32,Feb,19743.75,35745,Below Market
2013,Ford,Escape,gray,black,SUV,631400,39,Jan,16189.74,41770,Below Market
2013,Mercedes-Benz,E-Class,—,black,Sedan,630600,21,Feb,30028.57,21256,Below Market
2012,Toyota,Camry,black,black,sedan,630350,44,Jun,14326.14,38519,Above Market
2012,Nissan,Altima,gray,black,Sedan,630100,46,Mar,13697.83,35268,Above Market
2014,Ford,Explorer,—,black,SUV,630000,20,Jan,31500,23449,Above Market
2014,Ford,Fusion,black,black,Sedan,629200,35,Feb,17977.14,25942,Above Market
2013,Ford,Fusion,black,black,Sedan,628700,38,Mar,16544.74,26647,Above Market
2012,BMW,5 Series,gray,black,sedan,628700,22,Jun,28577.27,36920,Above Market
2013,Ford,Escape,gray,black,SUV,627800,33,Feb,19024.24,32202,Above Market
2013,Mercedes-Benz,C-Class,white,black,Sedan,627500,27,Feb,23240.74,19520,Below Market
2012,Infiniti,M,gray,black,Sedan,627400,26,Jan,24130.77,40991,Below Market
2014,Dodge,Grand Caravan,black,black,Minivan,626500,34,Feb,18426.47,23187,Above Market
2013,Ford,Explorer,—,gray,SUV,625300,27,Feb,23159.26,36848,Below Market
2014,Ford,Mustang,black,black,Convertible,625201,29,Feb,21558.66,28620,Above Market
2012,BMW,6 Series,black,black,Convertible,624200,14,Feb,44585.71,26736,Below Market
2013,Ford,Escape,silver,black,suv,623552,43,Jun,14501.21,49843,Below Market
2012,Toyota,Camry,silver,gray,Sedan,623500,47,Feb,13265.96,33978,Below Market
2014,Ford,Expedition,black,black,SUV,622750,17,Jan,36632.35,16737,Below Market
2013,Ford,Fusion,silver,black,sedan,622302,51,Jun,12202,48780,Below Market
2012,Honda,Civic,black,gray,Sedan,621500,52,Jan,11951.92,36004,Above Market
2011,Nissan,Rogue,white,black,SUV,621200,41,Jan,15151.22,42267,Above Market
2011,BMW,3 Series,gray,black,Sedan,621150,30,Jan,20705,39423,Above Market
2011,Nissan,Maxima,silver,black,Sedan,619400,41,Jan,15107.32,42406,Below Market
2013,Chevrolet,Cruze,silver,black,Sedan,618701,62,Feb,9979.05,46761,Below Market
2012,Nissan,Maxima,gray,black,Sedan,618500,40,Feb,15462.5,40668,Below Market
2012,Honda,Accord,silver,black,Sedan,618500,43,Jan,14383.72,30851,Above Market
2013,Ford,Escape,silver,black,SUV,618026,39,Feb,15846.82,46577,Below Market
2013,Ford,Escape,white,black,SUV,617200,32,Feb,19287.5,22354,Above Market
2012,Honda,Accord,silver,black,Sedan,616500,50,Jan,12330,34464,Below Market
2012,Honda,Odyssey,gray,gray,Minivan,616400,34,Feb,18129.41,39037,Below Market
2013,Hyundai,Elantra,gray,gray,Sedan,616000,57,Feb,10807.02,36688,Below Market
2012,Ford,Fusion,blue,black,Sedan,615200,59,Feb,10427.12,47985,Below Market
2012,Nissan,Rogue,black,black,SUV,614000,45,May,13644.44,35737,Below Market
2012,Nissan,Altima,blue,black,sedan,614000,49,Jun,12530.61,36528,Above Market
2012,Honda,Civic,silver,gray,Sedan,613950,58,Jan,10585.34,34104,Below Market
2013,Ford,Explorer,black,black,suv,612800,25,Jun,24512,36344,Below Market
2014,Chrysler,300,gray,black,Sedan,611950,30,Feb,20398.33,20990,Below Market
2013,Ford,Fusion,blue,black,Sedan,611000,42,Feb,14547.62,33232,Below Market
2012,Nissan,Altima,white,tan,Sedan,610650,45,Feb,13570,36893,Above Market
2012,Ford,Escape,gray,black,SUV,610600,38,Jan,16068.42,33370,Below Market
2012,Hyundai,Sonata,gray,gray,Sedan,609000,52,Jan,11711.54,35276,Below Market
2014,Ford,Fusion,gray,black,Sedan,608700,41,Feb,14846.34,33055,Below Market
2011,Toyota,RAV4,silver,gray,SUV,608000,38,Jan,16000,32659,Above Market
2013,Chevrolet,Equinox,silver,black,SUV,607200,41,May,14809.76,54798,Below Market
2012,Nissan,Maxima,gray,black,Sedan,606400,33,Feb,18375.76,37022,Above Market
2012,Nissan,Altima,silver,black,sedan,605500,57,Jun,10622.81,38006,Below Market
2012,Ford,Edge,black,black,SUV,605400,33,Jan,18345.45,42540,Below Market
2014,Ford,Fusion,red,black,Sedan,605100,38,Jan,15923.68,25403,Below Market
2013,Audi,A4,silver,black,Sedan,604800,27,Feb,22400,29194,Below Market
2013,Ford,Focus,black,black,Sedan,604550,58,Jan,10423.28,27076,Below Market
2014,Ford,E-Series Wagon,white,gray,Van,604350,27,Mar,22383.33,22482,Above Market
2014,Chevrolet,Suburban,silver,black,SUV,603800,16,Feb,37737.5,37755,Below Market
2013,Ford,Fusion,red,black,Sedan,603500,39,Feb,15474.36,23891,Below Market
2014,Ford,Taurus,—,black,Sedan,603100,29,Feb,20796.55,22057,Above Market
2012,Ford,Escape,gray,black,SUV,602900,37,Jan,16294.59,42500,Above Market
2012,Honda,Civic,white,gray,Sedan,602700,49,Feb,12300,34424,Above Market
2012,Jeep,Grand Cherokee,black,black,SUV,602100,27,Jan,22300,37841,Below Market
2012,Toyota,Camry,gray,gray,Sedan,601850,41,Feb,14679.27,34439,Above Market
2012,Honda,Accord,gray,gray,Sedan,601350,44,Feb,13667.05,38231,Above Market
2014,Jeep,Grand Cherokee,black,black,SUV,601200,18,Feb,33400,21309,Above Market
2012,Nissan,Rogue,black,black,SUV,600900,37,Jan,16240.54,40072,Above Market
2013,Nissan,Leaf,white,black,hatchback,600400,60,Jun,10006.67,18848,Above Market
2012,BMW,X5,gray,black,SUV,600200,16,Feb,37512.5,29575,Above Market
2012,BMW,5 Series,black,black,Sedan,599750,21,May,28559.52,37908,Below Market
2014,Dodge,Grand Caravan,red,black,Minivan,599700,36,Feb,16658.33,25522,Below Market
2015,Chevrolet,Tahoe,black,black,SUV,599500,13,Feb,46115.38,14922,Below Market
2014,Ford,Fusion,white,black,Sedan,599200,39,Feb,15364.1,28234,Below Market
2012,Lexus,RX 350,black,beige,SUV,599100,21,Feb,28528.57,38717,Above Market
2011,BMW,3 Series,black,black,Sedan,597650,27,Dec,22135.19,31624,Above Market
2014,Nissan,Altima,silver,black,Sedan,596950,43,Feb,13882.56,22279,Below Market
2012,BMW,X5,black,black,SUV,596200,17,Feb,35070.59,45054,Above Market
2013,Ford,Edge,silver,black,SUV,596200,28,Jan,21292.86,36850,Above Market
2011,Ford,F-150,white,gray,SuperCrew,595350,26,Feb,22898.08,71506,Above Market
2011,BMW,3 Series,gray,black,Sedan,595300,32,Feb,18603.13,34936,Below Market
2012,,,white,black,,594458,61,Feb,9745.21,59966,Above Market
2014,Ram,2500,white,black,Crew Cab,594000,14,Feb,42428.57,18738,Below Market
2011,Nissan,Maxima,white,black,Sedan,593100,34,Jan,17444.12,39453,Above Market
2012,Ford,F-150,black,black,supercrew,592300,17,Jun,34841.18,38641,Above Market
2012,Honda,Civic,white,gray,Sedan,592150,47,Jan,12598.94,32989,Above Market
2014,Kia,Optima,silver,gray,Sedan,592000,37,Feb,16000,19243,Above Market
2014,Dodge,Grand Caravan,silver,black,Minivan,591600,33,Jan,17927.27,26318,Above Market
2012,Nissan,Rogue,gray,black,SUV,590400,40,Feb,14760,33791,Above Market
2012,Ford,Fusion,gray,black,Sedan,590200,57,Jan,10354.39,50327,Below Market
2013,Ford,Fusion,silver,black,sedan,589300,43,Jun,13704.65,43868,Above Market
2012,Lexus,RX 350,black,beige,SUV,588000,22,Feb,26727.27,30571,Below Market
2012,Hyundai,Sonata,blue,gray,Sedan,587200,46,Jan,12765.22,35241,Above Market
2014,BMW,5 Series,black,black,Sedan,587200,12,Jan,48933.33,8166,Above Market
2012,Infiniti,G Coupe,black,black,g coupe,587100,29,Jun,20244.83,32868,Below Market
2012,Nissan,Sentra,black,gray,sedan,587000,56,Jun,10482.14,36238,Above Market
2011,BMW,3 Series,white,black,Sedan,586300,31,Jan,18912.9,36478,Below Market
2012,,,black,black,,584550,15,Jun,38970,41764,Above Market
2014,Nissan,Altima,gray,black,Sedan,583450,43,Feb,13568.6,23707,Below Market
2012,Ford,Fusion,silver,black,Sedan,583404,58,Feb,10058.69,54269,Below Market
2014,Dodge,Grand Caravan,red,black,Minivan,582400,35,Jan,16640,26402,Below Market
2013,Ford,Escape,gray,black,SUV,582101,36,Feb,16169.47,44714,Below Market
2012,,,black,black,,581450,24,Jan,24227.08,48042,Below Market
2012,Nissan,Altima,black,black,Sedan,581350,53,May,10968.87,38084,Below Market
